+----------+---------------------+-------------+
|   coin   |        time         | price (eur) |
| ethereum | 2025-05-04 00:00:00 |   1623.08   |
| ethereum | 2025-05-05 00:00:00 |   1596.81   |
| ethereum | 2025-05-06 00:00:00 |   1608.52   |
| ethereum | 2025-05-07 00:00:00 |   1601.19   |
| ethereum | 2025-05-08 00:00:00 |   1601.11   |
| ethereum | 2025-05-09 00:00:00 |   1957.59   |
| ethereum | 2025-05-09 13:13:01 |   2083.79   |
|  solana  | 2024-05-10 00:00:00 |   141.64    |
|  solana  | 2024-05-11 00:00:00 |   135.74    |
|  solana  | 2024-05-12 00:00:00 |   134.81    |
|  solana  | 2024-05-13 00:00:00 |   133.31    |
|  solana  | 2024-05-14 00:00:00 |   136.33    |
|  solana  | 2024-05-15 00:00:00 |   131.37    |
|  solana  | 2024-05-16 00:00:00 |    145.1    |
|  solana  | 2024-05-17 00:00:00 |   146.45    |
|  solana  | 2024-05-18 00:00:00 |    155.8    |
|  solana  | 2024-05-19 00:00:00 |   158.51    |
|  solana  | 2024-05-20 00:00:00 |   156.39    |
|  solana  | 2024-05-21 00:00:00 |   171.56    |
|  solana  | 2024-05-22 00:00:00 |   164.12    |
|  solana  | 2024-05-23 00:00:00 |    163.4    |
|  solana  | 2024-05-24 00:00:00 |   162.81    |
|  solana  | 2024-05-25 00:00:00 |   154.57    |
|  solana  | 2024-05-26 00:00:00 |    155.2    |
|  solana  | 2024-05-27 00:00:00 |   150.58    |
|  solana  | 2024-05-28 00:00:00 |   156.36    |
|  solana  | 2024-05-29 00:00:00 |    155.5    |
|  solana  | 2024-05-30 00:00:00 |   155.67    |
|  solana  | 2024-05-31 00:00:00 |   154.19    |
|  solana  | 2024-06-01 00:00:00 |   152.81    |
|  solana  | 2024-06-02 00:00:00 |   152.87    |
|  solana  | 2024-06-03 00:00:00 |   150.31    |
|  solana  | 2024-06-04 00:00:00 |   151.11    |
|  solana  | 2024-06-05 00:00:00 |   157.82    |
|  solana  | 2024-06-06 00:00:00 |    159.8    |
|  solana  | 2024-06-07 00:00:00 |   156.42    |
|  solana  | 2024-06-08 00:00:00 |   150.32    |
|  solana  | 2024-06-09 00:00:00 |   146.36    |
|  solana  | 2024-06-10 00:00:00 |   150.36    |
|  solana  | 2024-06-11 00:00:00 |   147.62    |
|  solana  | 2024-06-12 00:00:00 |   139.01    |
|  solana  | 2024-06-13 00:00:00 |   143.19    |
|  solana  | 2024-06-14 00:00:00 |   137.11    |
|  solana  | 2024-06-15 00:00:00 |   133.38    |
|  solana  | 2024-06-16 00:00:00 |   135.56    |
|  solana  | 2024-06-17 00:00:00 |   140.74    |
|  solana  | 2024-06-18 00:00:00 |   133.33    |
|  solana  | 2024-06-19 00:00:00 |   127.98    |
|  solana  | 2024-06-20 00:00:00 |   125.99    |
|  solana  | 2024-06-21 00:00:00 |   124.65    |
|  solana  | 2024-06-22 00:00:00 |   125.81    |
|  solana  | 2024-06-23 00:00:00 |   124.84    |
|  solana  | 2024-06-24 00:00:00 |   120.27    |
|  solana  | 2024-06-25 00:00:00 |   123.31    |
|  solana  | 2024-06-26 00:00:00 |   127.47    |
|  solana  | 2024-06-27 00:00:00 |   127.74    |
|  solana  | 2024-06-28 00:00:00 |   139.35    |
|  solana  | 2024-06-29 00:00:00 |   130.34    |
|  solana  | 2024-06-30 00:00:00 |   130.47    |
|  solana  | 2024-07-01 00:00:00 |   136.38    |
|  solana  | 2024-07-02 00:00:00 |   136.31    |
|  solana  | 2024-07-03 00:00:00 |   142.93    |
|  solana  | 2024-07-04 00:00:00 |   130.42    |
|  solana  | 2024-07-05 00:00:00 |   118.35    |
|  solana  | 2024-07-06 00:00:00 |   123.92    |
|  solana  | 2024-07-07 00:00:00 |   132.01    |
|  solana  | 2024-07-08 00:00:00 |   121.79    |
|  solana  | 2024-07-09 00:00:00 |   128.63    |
|  solana  | 2024-07-10 00:00:00 |   130.78    |
|  solana  | 2024-07-11 00:00:00 |   131.02    |
|  solana  | 2024-07-12 00:00:00 |   125.15    |
|  solana  | 2024-07-13 00:00:00 |    127.6    |
|  solana  | 2024-07-14 00:00:00 |   129.73    |
|  solana  | 2024-07-15 00:00:00 |   135.92    |
|  solana  | 2024-07-16 00:00:00 |   146.76    |
|  solana  | 2024-07-17 00:00:00 |   147.46    |
|  solana  | 2024-07-18 00:00:00 |   142.06    |
|  solana  | 2024-07-19 00:00:00 |   145.85    |
|  solana  | 2024-07-20 00:00:00 |   155.35    |
|  solana  | 2024-07-21 00:00:00 |   159.85    |
|  solana  | 2024-07-22 00:00:00 |   169.21    |
|  solana  | 2024-07-23 00:00:00 |   164.35    |
|  solana  | 2024-07-24 00:00:00 |   159.45    |
|  solana  | 2024-07-25 00:00:00 |   164.24    |
|  solana  | 2024-07-26 00:00:00 |   158.23    |
|  solana  | 2024-07-27 00:00:00 |   168.39    |
|  solana  | 2024-07-28 00:00:00 |   169.86    |
|  solana  | 2024-07-29 00:00:00 |   170.25    |
|  solana  | 2024-07-30 00:00:00 |    168.7    |
|  solana  | 2024-07-31 00:00:00 |   165.51    |
|  solana  | 2024-08-01 00:00:00 |   158.87    |
|  solana  | 2024-08-02 00:00:00 |    155.6    |
|  solana  | 2024-08-03 00:00:00 |   139.56    |
|  solana  | 2024-08-04 00:00:00 |   131.11    |
|  solana  | 2024-08-05 00:00:00 |   126.13    |
|  solana  | 2024-08-06 00:00:00 |   118.44    |
|  solana  | 2024-08-07 00:00:00 |   131.48    |
|  solana  | 2024-08-08 00:00:00 |   132.78    |
|  solana  | 2024-08-09 00:00:00 |   149.37    |
|  solana  | 2024-08-10 00:00:00 |   143.25    |
|  solana  | 2024-08-11 00:00:00 |   140.86    |
|  solana  | 2024-08-12 00:00:00 |   129.64    |
|  solana  | 2024-08-13 00:00:00 |   133.99    |
|  solana  | 2024-08-14 00:00:00 |   133.48    |
|  solana  | 2024-08-15 00:00:00 |   130.66    |
|  solana  | 2024-08-16 00:00:00 |   130.23    |
|  solana  | 2024-08-17 00:00:00 |   126.11    |
|  solana  | 2024-08-18 00:00:00 |   128.44    |
|  solana  | 2024-08-19 00:00:00 |   129.22    |
|  solana  | 2024-08-20 00:00:00 |   130.44    |
|  solana  | 2024-08-21 00:00:00 |   128.07    |
|  solana  | 2024-08-22 00:00:00 |   127.78    |
|  solana  | 2024-08-23 00:00:00 |   128.86    |
|  solana  | 2024-08-24 00:00:00 |   136.51    |
|  solana  | 2024-08-25 00:00:00 |   143.52    |
|  solana  | 2024-08-26 00:00:00 |    141.8    |
|  solana  | 2024-08-27 00:00:00 |   140.65    |
|  solana  | 2024-08-28 00:00:00 |   131.36    |
|  solana  | 2024-08-29 00:00:00 |   129.29    |
|  solana  | 2024-08-30 00:00:00 |   126.28    |
|  solana  | 2024-08-31 00:00:00 |   124.96    |
|  solana  | 2024-09-01 00:00:00 |   122.33    |
|  solana  | 2024-09-02 00:00:00 |    116.6    |
|  solana  | 2024-09-03 00:00:00 |   121.98    |
|  solana  | 2024-09-04 00:00:00 |   115.47    |
|  solana  | 2024-09-05 00:00:00 |   120.54    |
|  solana  | 2024-09-06 00:00:00 |   116.34    |
|  solana  | 2024-09-07 00:00:00 |   112.61    |
|  solana  | 2024-09-08 00:00:00 |   115.14    |
|  solana  | 2024-09-09 00:00:00 |   117.17    |
|  solana  | 2024-09-10 00:00:00 |   122.22    |
|  solana  | 2024-09-11 00:00:00 |   122.98    |
|  solana  | 2024-09-12 00:00:00 |   120.43    |
|  solana  | 2024-09-13 00:00:00 |   122.95    |
|  solana  | 2024-09-14 00:00:00 |   125.34    |
|  solana  | 2024-09-15 00:00:00 |   123.78    |
|  solana  | 2024-09-16 00:00:00 |   118.71    |
|  solana  | 2024-09-17 00:00:00 |   118.18    |
|  solana  | 2024-09-18 00:00:00 |   118.25    |
|  solana  | 2024-09-19 00:00:00 |   120.24    |
|  solana  | 2024-09-20 00:00:00 |   127.87    |
|  solana  | 2024-09-21 00:00:00 |   131.07    |
|  solana  | 2024-09-22 00:00:00 |   133.99    |
|  solana  | 2024-09-23 00:00:00 |   129.76    |
|  solana  | 2024-09-24 00:00:00 |   130.39    |
|  solana  | 2024-09-25 00:00:00 |   136.63    |
|  solana  | 2024-09-26 00:00:00 |   133.06    |
|  solana  | 2024-09-27 00:00:00 |   139.11    |
|  solana  | 2024-09-28 00:00:00 |   141.25    |
|  solana  | 2024-09-29 00:00:00 |    140.5    |
|  solana  | 2024-09-30 00:00:00 |   142.02    |
|  solana  | 2024-10-01 00:00:00 |   136.97    |
|  solana  | 2024-10-02 00:00:00 |   131.24    |
|  solana  | 2024-10-03 00:00:00 |   127.13    |
|  solana  | 2024-10-04 00:00:00 |   123.83    |
|  solana  | 2024-10-05 00:00:00 |   130.38    |
|  solana  | 2024-10-06 00:00:00 |   129.98    |
|  solana  | 2024-10-07 00:00:00 |    133.4    |
|  solana  | 2024-10-08 00:00:00 |    131.4    |
|  solana  | 2024-10-09 00:00:00 |   130.68    |
|  solana  | 2024-10-10 00:00:00 |   127.34    |
|  solana  | 2024-10-11 00:00:00 |   126.91    |
|  solana  | 2024-10-12 00:00:00 |   132.79    |
|  solana  | 2024-10-13 00:00:00 |   133.95    |
|  solana  | 2024-10-14 00:00:00 |   134.79    |
|  solana  | 2024-10-15 00:00:00 |   144.25    |
|  solana  | 2024-10-16 00:00:00 |   142.06    |
|  solana  | 2024-10-17 00:00:00 |   142.06    |
|  solana  | 2024-10-18 00:00:00 |   138.76    |
|  solana  | 2024-10-19 00:00:00 |   142.63    |
|  solana  | 2024-10-20 00:00:00 |   146.79    |
|  solana  | 2024-10-21 00:00:00 |   153.28    |
|  solana  | 2024-10-22 00:00:00 |   153.83    |
|  solana  | 2024-10-23 00:00:00 |   154.87    |
|  solana  | 2024-10-24 00:00:00 |   158.91    |
|  solana  | 2024-10-25 00:00:00 |   163.81    |
|  solana  | 2024-10-26 00:00:00 |   152.16    |
|  solana  | 2024-10-27 00:00:00 |   157.92    |
|  solana  | 2024-10-28 00:00:00 |   163.63    |
|  solana  | 2024-10-29 00:00:00 |   164.73    |
|  solana  | 2024-10-30 00:00:00 |   165.78    |
|  solana  | 2024-10-31 00:00:00 |   161.23    |
|  solana  | 2024-11-01 00:00:00 |   154.71    |
|  solana  | 2024-11-02 00:00:00 |   152.97    |
|  solana  | 2024-11-03 00:00:00 |   152.65    |
|  solana  | 2024-11-04 00:00:00 |   149.56    |
|  solana  | 2024-11-05 00:00:00 |   144.94    |
|  solana  | 2024-11-06 00:00:00 |   152.35    |
|  solana  | 2024-11-07 00:00:00 |   174.39    |
|  solana  | 2024-11-08 00:00:00 |   181.69    |
|  solana  | 2024-11-09 00:00:00 |   186.35    |
|  solana  | 2024-11-10 00:00:00 |   186.75    |
|  solana  | 2024-11-11 00:00:00 |   196.17    |
|  solana  | 2024-11-12 00:00:00 |   208.83    |
|  solana  | 2024-11-13 00:00:00 |   200.64    |
|  solana  | 2024-11-14 00:00:00 |   203.62    |
|  solana  | 2024-11-15 00:00:00 |   198.84    |
|  solana  | 2024-11-16 00:00:00 |   207.75    |
|  solana  | 2024-11-17 00:00:00 |    204.9    |
|  solana  | 2024-11-18 00:00:00 |    225.4    |
|  solana  | 2024-11-19 00:00:00 |   226.28    |
|  solana  | 2024-11-20 00:00:00 |   224.28    |
|  solana  | 2024-11-21 00:00:00 |   223.79    |
|  solana  | 2024-11-22 00:00:00 |   245.66    |
|  solana  | 2024-11-23 00:00:00 |   245.96    |
|  solana  | 2024-11-24 00:00:00 |   244.48    |
|  solana  | 2024-11-25 00:00:00 |   242.07    |
|  solana  | 2024-11-26 00:00:00 |   224.34    |
|  solana  | 2024-11-27 00:00:00 |   219.99    |
|  solana  | 2024-11-28 00:00:00 |   229.55    |
|  solana  | 2024-11-29 00:00:00 |   225.03    |
|  solana  | 2024-11-30 00:00:00 |   230.34    |
|  solana  | 2024-12-01 00:00:00 |   225.15    |
|  solana  | 2024-12-02 00:00:00 |   225.32    |
|  solana  | 2024-12-03 00:00:00 |   214.76    |
|  solana  | 2024-12-04 00:00:00 |    223.6    |
|  solana  | 2024-12-05 00:00:00 |   217.91    |
|  solana  | 2024-12-06 00:00:00 |   224.19    |
|  solana  | 2024-12-07 00:00:00 |   224.11    |
|  solana  | 2024-12-08 00:00:00 |    226.0    |
|  solana  | 2024-12-09 00:00:00 |   224.84    |
|  solana  | 2024-12-10 00:00:00 |   206.16    |
|  solana  | 2024-12-11 00:00:00 |   202.75    |
|  solana  | 2024-12-12 00:00:00 |   216.15    |
|  solana  | 2024-12-13 00:00:00 |   216.76    |
|  solana  | 2024-12-14 00:00:00 |   213.79    |
|  solana  | 2024-12-15 00:00:00 |   209.36    |
|  solana  | 2024-12-16 00:00:00 |   213.62    |
|  solana  | 2024-12-17 00:00:00 |   205.87    |
|  solana  | 2024-12-18 00:00:00 |   212.23    |
|  solana  | 2024-12-19 00:00:00 |    198.4    |
|  solana  | 2024-12-20 00:00:00 |   188.05    |
|  solana  | 2024-12-21 00:00:00 |   186.09    |
|  solana  | 2024-12-22 00:00:00 |   173.57    |
|  solana  | 2024-12-23 00:00:00 |   172.66    |
|  solana  | 2024-12-24 00:00:00 |   182.46    |
|  solana  | 2024-12-25 00:00:00 |   189.88    |
|  solana  | 2024-12-26 00:00:00 |   189.81    |
|  solana  | 2024-12-27 00:00:00 |   180.52    |
|  solana  | 2024-12-28 00:00:00 |   176.25    |
|  solana  | 2024-12-29 00:00:00 |   186.83    |
|  solana  | 2024-12-30 00:00:00 |    182.1    |
|  solana  | 2024-12-31 00:00:00 |   183.28    |
|  solana  | 2025-01-01 00:00:00 |   183.05    |
|  solana  | 2025-01-02 00:00:00 |   187.07    |
|  solana  | 2025-01-03 00:00:00 |   202.45    |
|  solana  | 2025-01-04 00:00:00 |   211.05    |
|  solana  | 2025-01-05 00:00:00 |   210.14    |
|  solana  | 2025-01-06 00:00:00 |   207.13    |
|  solana  | 2025-01-07 00:00:00 |   210.34    |
|  solana  | 2025-01-08 00:00:00 |   195.75    |
|  solana  | 2025-01-09 00:00:00 |   191.42    |
|  solana  | 2025-01-10 00:00:00 |   179.67    |
|  solana  | 2025-01-11 00:00:00 |   183.12    |
|  solana  | 2025-01-12 00:00:00 |    183.4    |
|  solana  | 2025-01-13 00:00:00 |   183.91    |
|  solana  | 2025-01-14 00:00:00 |   178.37    |
|  solana  | 2025-01-15 00:00:00 |   182.15    |
|  solana  | 2025-01-16 00:00:00 |   199.89    |
|  solana  | 2025-01-17 00:00:00 |   205.06    |
|  solana  | 2025-01-18 00:00:00 |   213.33    |
|  solana  | 2025-01-19 00:00:00 |   255.66    |
|  solana  | 2025-01-20 00:00:00 |   245.21    |
|  solana  | 2025-01-21 00:00:00 |   232.66    |
|  solana  | 2025-01-22 00:00:00 |   240.62    |
|  solana  | 2025-01-23 00:00:00 |   246.07    |
|  solana  | 2025-01-24 00:00:00 |   243.39    |
|  solana  | 2025-01-25 00:00:00 |   241.47    |
|  solana  | 2025-01-26 00:00:00 |   244.77    |
|  solana  | 2025-01-27 00:00:00 |   230.29    |
|  solana  | 2025-01-28 00:00:00 |   224.98    |
|  solana  | 2025-01-29 00:00:00 |   217.56    |
|  solana  | 2025-01-30 00:00:00 |   219.29    |
|  solana  | 2025-01-31 00:00:00 |   229.98    |
|  solana  | 2025-02-01 00:00:00 |   223.43    |
|  solana  | 2025-02-02 00:00:00 |   206.95    |
|  solana  | 2025-02-03 00:00:00 |   197.41    |
|  solana  | 2025-02-04 00:00:00 |   209.08    |
|  solana  | 2025-02-05 00:00:00 |   199.95    |
|  solana  | 2025-02-06 00:00:00 |   188.67    |
|  solana  | 2025-02-07 00:00:00 |   182.36    |
|  solana  | 2025-02-08 00:00:00 |    186.1    |
|  solana  | 2025-02-09 00:00:00 |   193.37    |
|  solana  | 2025-02-10 00:00:00 |   194.36    |
|  solana  | 2025-02-11 00:00:00 |   194.17    |
|  solana  | 2025-02-12 00:00:00 |   190.95    |
|  solana  | 2025-02-13 00:00:00 |   189.21    |
|  solana  | 2025-02-14 00:00:00 |   185.71    |
|  solana  | 2025-02-15 00:00:00 |   190.21    |
|  solana  | 2025-02-16 00:00:00 |   185.32    |
|  solana  | 2025-02-17 00:00:00 |   179.38    |
|  solana  | 2025-02-18 00:00:00 |    169.7    |
|  solana  | 2025-02-19 00:00:00 |   161.86    |
|  solana  | 2025-02-20 00:00:00 |   162.44    |
|  solana  | 2025-02-21 00:00:00 |   167.62    |
|  solana  | 2025-02-22 00:00:00 |    161.5    |
|  solana  | 2025-02-23 00:00:00 |   164.66    |
|  solana  | 2025-02-24 00:00:00 |   160.46    |
|  solana  | 2025-02-25 00:00:00 |   134.94    |
|  solana  | 2025-02-26 00:00:00 |   137.22    |
|  solana  | 2025-02-27 00:00:00 |   128.37    |
|  solana  | 2025-02-28 00:00:00 |   132.36    |
|  solana  | 2025-03-01 00:00:00 |   142.77    |
|  solana  | 2025-03-02 00:00:00 |   138.17    |
|  solana  | 2025-03-03 00:00:00 |   171.07    |
|  solana  | 2025-03-04 00:00:00 |   135.93    |
|  solana  | 2025-03-05 00:00:00 |   136.51    |
|  solana  | 2025-03-06 00:00:00 |   135.41    |
|  solana  | 2025-03-07 00:00:00 |   132.97    |
|  solana  | 2025-03-08 00:00:00 |   128.46    |
|  solana  | 2025-03-09 00:00:00 |   126.37    |
|  solana  | 2025-03-10 00:00:00 |   116.61    |
|  solana  | 2025-03-11 00:00:00 |   109.56    |
|  solana  | 2025-03-12 00:00:00 |   114.91    |
|  solana  | 2025-03-13 00:00:00 |   116.28    |
|  solana  | 2025-03-14 00:00:00 |   113.54    |
|  solana  | 2025-03-15 00:00:00 |   122.28    |
|  solana  | 2025-03-16 00:00:00 |   124.43    |
|  solana  | 2025-03-17 00:00:00 |   115.93    |
|  solana  | 2025-03-18 00:00:00 |   117.48    |
|  solana  | 2025-03-19 00:00:00 |   114.57    |
|  solana  | 2025-03-20 00:00:00 |   124.31    |
|  solana  | 2025-03-21 00:00:00 |   117.59    |
|  solana  | 2025-03-22 00:00:00 |    117.9    |
|  solana  | 2025-03-23 00:00:00 |   118.07    |
|  solana  | 2025-03-24 00:00:00 |   121.92    |
|  solana  | 2025-03-25 00:00:00 |   130.13    |
|  solana  | 2025-03-26 00:00:00 |   133.43    |
|  solana  | 2025-03-27 00:00:00 |    127.6    |
|  solana  | 2025-03-28 00:00:00 |   128.12    |
|  solana  | 2025-03-29 00:00:00 |   119.03    |
|  solana  | 2025-03-30 00:00:00 |   114.48    |
|  solana  | 2025-03-31 00:00:00 |   115.09    |
|  solana  | 2025-04-01 00:00:00 |   115.43    |
|  solana  | 2025-04-02 00:00:00 |   117.43    |
|  solana  | 2025-04-03 00:00:00 |   108.31    |
|  solana  | 2025-04-04 00:00:00 |   106.11    |
|  solana  | 2025-04-05 00:00:00 |   111.97    |
|  solana  | 2025-04-06 00:00:00 |   109.65    |
|  solana  | 2025-04-07 00:00:00 |    96.25    |
|  solana  | 2025-04-08 00:00:00 |    97.83    |
|  solana  | 2025-04-09 00:00:00 |    96.04    |
|  solana  | 2025-04-10 00:00:00 |   108.64    |
|  solana  | 2025-04-11 00:00:00 |   100.28    |
|  solana  | 2025-04-12 00:00:00 |   106.94    |
|  solana  | 2025-04-13 00:00:00 |   116.35    |
|  solana  | 2025-04-14 00:00:00 |   113.07    |
|  solana  | 2025-04-15 00:00:00 |   114.16    |
|  solana  | 2025-04-16 00:00:00 |   111.82    |
|  solana  | 2025-04-17 00:00:00 |   115.33    |
|  solana  | 2025-04-18 00:00:00 |   118.37    |
|  solana  | 2025-04-19 00:00:00 |   117.81    |
|  solana  | 2025-04-20 00:00:00 |   122.79    |
|  solana  | 2025-04-21 00:00:00 |   120.21    |
|  solana  | 2025-04-22 00:00:00 |   118.43    |
|  solana  | 2025-04-23 00:00:00 |   131.16    |
|  solana  | 2025-04-24 00:00:00 |   133.25    |
|  solana  | 2025-04-25 00:00:00 |   133.94    |
|  solana  | 2025-04-26 00:00:00 |   132.33    |
|  solana  | 2025-04-27 00:00:00 |   130.91    |
|  solana  | 2025-04-28 00:00:00 |   130.65    |
|  solana  | 2025-04-29 00:00:00 |   129.72    |
|  solana  | 2025-04-30 00:00:00 |   128.65    |
|  solana  | 2025-05-01 00:00:00 |   130.45    |
|  solana  | 2025-05-02 00:00:00 |   133.46    |
|  solana  | 2025-05-03 00:00:00 |   130.92    |
|  solana  | 2025-05-04 00:00:00 |   129.88    |
|  solana  | 2025-05-05 00:00:00 |   127.15    |
|  solana  | 2025-05-06 00:00:00 |   129.75    |
|  solana  | 2025-05-07 00:00:00 |   129.52    |
|  solana  | 2025-05-08 00:00:00 |   130.19    |
|  solana  | 2025-05-09 00:00:00 |   145.57    |
|  solana  | 2025-05-09 13:13:01 |    153.1    |
+----------+---------------------+-------------+
